customer_id,signup_date,city,acquisition_channel,gender,age_group
1590,2024-12-25,Delhi,Organic Search,Male,25-34
1591,2025-05-28,Bengaluru,Paid Social,Other,45-54
1592,2024-11-06,Chandigarh,Affiliate,Female,45-54
1593,2024-12-06,Bengaluru,Organic Search,Male,45-54
1594,2024-12-23,Mumbai,Direct,Female,35-44
1595,2025-02-09,Indore,Paid Social,Female,45-54
1596,2025-04-01,Pune,Direct,Female,18-24
1597,2024-11-10,Chennai,Email,Male,35-44
1598,2024-11-24,Kolkata,Paid Social,Female,25-34
1599,2025-12-07,Bhopal,Paid Search,Male,45-54
1600,2025-09-08,Bhopal,Paid Search,Male,18-24
1601,2025-07-11,Delhi,Paid Search,Female,35-44
1602,2024-11-01,Bhopal,Email,Female,35-44
1603,2024-11-14,Kolkata,Referral,Female,18-24
1604,2025-12-23,Kochi,Referral,Female,45-54
1605,2025-05-27,Bengaluru,Paid Search,Female,25-34
1606,2025-02-15,Delhi,Paid Search,Male,25-34
1607,2025-01-18,Gorakhpur,Referral,Male,18-24
1608,2025-01-26,Pune,Paid Social,Male,18-24
1609,2025-06-28,Ahmedabad,Direct,Female,35-44
1610,2025-01-20,Jaipur,Paid Search,Male,35-44
1611,2024-11-14,Kolkata,Organic Search,Female,25-34
1612,2025-04-09,Kochi,Paid Social,Male,45-54
1613,2025-05-25,Bhopal,Direct,Male,18-24
1614,2025-12-27,Mumbai,Affiliate,Female,18-24
1615,2025-05-15,Ahmedabad,Paid Social,Male,18-24
1616,2025-05-24,Chandigarh,Paid Search,Female,35-44
1617,2025-09-25,Chandigarh,Organic Search,Female,45-54
1618,2024-11-14,Mumbai,Email,Female,45-54
1619,2025-02-12,Indore,Affiliate,Male,45-54
1620,2024-11-01,Hyderabad,Paid Social,Female,35-44
1621,2025-10-13,Kochi,Paid Social,Male,45-54
1622,2025-06-14,Bhopal,Organic Search,Female,18-24
1623,2024-11-02,Kochi,Affiliate,Male,35-44
1624,2025-01-13,Kolkata,Referral,Female,45-54
1625,2024-12-01,Kochi,Direct,Female,45-54
1626,2024-11-17,Indore,Direct,Female,35-44
1627,2025-03-29,Mumbai,Paid Search,Male,25-34
1628,2025-03-23,Chandigarh,Direct,Female,35-44
1629,2025-09-16,Chennai,Organic Search,Female,18-24
1630,2024-11-02,Chandigarh,Organic Search,Male,18-24
1631,2025-05-16,Mumbai,Paid Search,Male,18-24
1632,2025-07-22,Ahmedabad,Organic Search,Male,35-44
1633,2024-11-29,Hyderabad,Direct,Female,25-34
1634,2025-07-13,Kolkata,Affiliate,Male,18-24
1635,2024-12-24,Gorakhpur,Referral,Female,18-24
1636,2024-11-13,Mumbai,Email,Female,35-44
1637,2024-12-20,Mumbai,Organic Search,Female,35-44
1638,2025-11-03,Mumbai,Organic Search,Female,18-24
1639,2025-02-12,Gorakhpur,Paid Search,Female,45-54
1640,2025-01-28,Bhopal,Paid Social,Female,25-34
1641,2024-11-28,Delhi,Organic Search,Male,18-24
1642,2024-11-14,Chennai,Paid Social,Female,18-24
1643,2024-11-23,Bhopal,Direct,Female,18-24
1644,2025-04-06,Chandigarh,Paid Search,Female,35-44
1645,2024-11-14,Chennai,Organic Search,Female,18-24
1646,2025-07-14,Pune,Referral,Female,25-34
1647,2025-11-29,Jaipur,Paid Social,Male,45-54
1648,2025-07-24,Jaipur,Paid Search,Male,25-34
1649,2024-12-17,Kochi,Organic Search,Male,35-44
1650,2025-12-05,Chandigarh,Organic Search,Male,35-44
1651,2024-11-24,Indore,Organic Search,Female,45-54
1652,2025-02-16,Kochi,Direct,Female,18-24
1653,2025-05-11,Lucknow,Paid Search,Female,18-24
1654,2025-02-27,Jaipur,Email,Female,45-54
1655,2024-12-30,Gorakhpur,Affiliate,Male,35-44
1656,2025-02-06,Chandigarh,Organic Search,Female,25-34
1657,2025-01-22,Gorakhpur,Organic Search,Female,25-34
1658,2025-08-13,Chennai,Organic Search,Male,35-44
1659,2024-12-07,Chennai,Paid Search,Male,18-24
1660,2025-02-01,Jaipur,Direct,Female,35-44
1661,2025-07-08,Chandigarh,Referral,Male,18-24
1662,2025-04-24,Gorakhpur,Direct,Male,35-44
1663,2025-09-02,Bengaluru,Organic Search,Male,45-54
1664,2024-11-04,Mumbai,Paid Social,Female,25-34
1665,2025-05-08,Hyderabad,Paid Search,Male,35-44
1666,2024-11-01,Lucknow,Affiliate,Other,45-54
1667,2024-12-27,Kolkata,Affiliate,Female,18-24
1668,2025-01-14,Ahmedabad,Organic Search,Female,45-54
1669,2025-07-12,Chandigarh,Paid Social,Female,18-24
1670,2025-04-16,Lucknow,Paid Social,Female,35-44
1671,2025-06-27,Kochi,Paid Search,Male,18-24
1672,2025-09-20,Mumbai,Referral,Female,18-24
1673,2025-09-09,Chennai,Organic Search,Male,45-54
1674,2024-12-10,Indore,Organic Search,Male,35-44
1675,2025-09-04,Bengaluru,Paid Search,Male,18-24
1676,2024-12-20,Mumbai,Affiliate,Female,35-44
1677,2024-11-07,Lucknow,Paid Social,Male,45-54
1678,2024-12-23,Delhi,Organic Search,Male,18-24
1679,2024-11-16,Chandigarh,Email,Male,45-54
1680,2025-05-26,Jaipur,Direct,Female,45-54
1681,2025-06-08,Chennai,Referral,Male,45-54
1682,2024-12-10,Pune,Paid Social,Male,35-44
1683,2025-04-17,Gorakhpur,Email,Male,25-34
1684,2025-06-26,Ahmedabad,Organic Search,Female,18-24
1685,2025-06-13,Kolkata,Paid Search,Female,18-24
1686,2025-01-15,Chandigarh,Affiliate,Female,35-44
1687,2025-08-02,Ahmedabad,Paid Social,Male,18-24
1688,2025-11-04,Chennai,Organic Search,Female,45-54
1689,2025-10-05,Chandigarh,Paid Search,Female,18-24
1690,2024-12-25,Pune,Organic Search,Male,18-24
1691,2024-11-20,Indore,Email,Female,18-24
1692,2025-10-22,Bengaluru,Organic Search,Female,45-54
1693,2025-01-19,Jaipur,Organic Search,Female,45-54
1694,2024-12-06,Kolkata,Paid Social,Female,18-24
1695,2025-02-23,Bengaluru,Paid Social,Male,45-54
1696,2024-12-01,Delhi,Organic Search,Male,45-54
1697,2025-03-29,Bengaluru,Organic Search,Male,18-24
1698,2024-12-08,Bengaluru,Organic Search,Male,25-34
1699,2024-11-06,Hyderabad,Organic Search,Male,45-54
1700,2025-02-03,Indore,Organic Search,Male,35-44
1701,2025-03-19,Hyderabad,Organic Search,Female,35-44
1702,2025-07-02,Bengaluru,Paid Social,Female,45-54
1703,2025-07-21,Indore,Email,Female,35-44
1704,2025-06-19,Chennai,Organic Search,Male,25-34
1705,2025-12-05,Kolkata,Direct,Female,25-34
1706,2025-12-13,Delhi,Email,Male,18-24
1707,2025-05-04,Lucknow,Referral,Female,25-34
1708,2025-03-09,Bengaluru,Organic Search,Male,35-44
1709,2025-09-15,Delhi,Paid Search,Male,18-24
1710,2024-11-11,Chennai,Affiliate,Female,35-44
1711,2025-12-24,Ahmedabad,Paid Social,Female,45-54
1712,2024-11-01,Indore,Paid Social,Female,45-54
1713,2024-11-13,Indore,Direct,Male,25-34
1714,2025-12-16,Gorakhpur,Email,Other,35-44
1715,2025-03-20,Indore,Paid Social,Male,45-54
1716,2025-01-22,Hyderabad,Direct,Male,45-54
1717,2025-05-27,Bhopal,Referral,Male,45-54
1718,2025-12-22,Delhi,Email,Female,35-44
1719,2025-10-18,Kolkata,Paid Social,Male,35-44
1720,2025-01-05,Jaipur,Organic Search,Male,18-24
1721,2025-02-20,Chandigarh,Paid Search,Male,35-44
1722,2024-11-13,Bhopal,Organic Search,Male,45-54
1723,2025-06-18,Pune,Paid Search,Male,25-34
1724,2025-01-03,Chandigarh,Paid Social,Female,45-54
1725,2024-11-03,Lucknow,Paid Social,Female,45-54
1726,2025-01-03,Gorakhpur,Paid Search,Male,18-24
1727,2024-12-17,Pune,Paid Social,Male,25-34
1728,2025-11-29,Delhi,Direct,Other,25-34
1729,2025-02-19,Pune,Email,Female,45-54
1730,2025-11-16,Gorakhpur,Paid Social,Male,45-54
1731,2025-02-06,Bhopal,Email,Female,35-44
1732,2025-05-06,Kolkata,Organic Search,Male,35-44
1733,2025-08-28,Chandigarh,Organic Search,Female,25-34
1734,2025-02-13,Pune,Organic Search,Female,45-54
1735,2025-04-11,Bhopal,Paid Social,Male,18-24
1736,2024-11-18,Chennai,Paid Search,Female,35-44
1737,2025-03-07,Kolkata,Paid Search,Male,45-54
1738,2024-11-02,Chandigarh,Paid Search,Female,25-34
1739,2025-05-15,Hyderabad,Paid Social,Male,35-44
1740,2024-11-16,Lucknow,Paid Search,Male,18-24
1741,2025-07-30,Kolkata,Paid Social,Male,45-54
1742,2025-08-29,Ahmedabad,Email,Male,18-24
1743,2024-11-05,Gorakhpur,Affiliate,Female,18-24
1744,2025-09-07,Indore,Paid Search,Female,18-24
1745,2024-11-15,Jaipur,Paid Search,Male,18-24
1746,2025-06-30,Jaipur,Paid Search,Male,45-54
1747,2024-11-18,Gorakhpur,Email,Male,35-44
1748,2025-05-22,Bhopal,Direct,Female,45-54
1749,2025-05-19,Mumbai,Organic Search,Female,18-24
1750,2025-03-30,Mumbai,Paid Social,Female,45-54
1751,2025-02-03,Pune,Email,Female,25-34
1752,2025-09-06,Jaipur,Affiliate,Female,45-54
1753,2025-09-30,Kolkata,Direct,Female,18-24
1754,2024-11-29,Gorakhpur,Affiliate,Female,25-34
1755,2025-03-10,Gorakhpur,Paid Social,Female,45-54
1756,2025-01-25,Kolkata,Paid Social,Male,18-24
1757,2025-03-05,Delhi,Affiliate,Female,45-54
1758,2024-11-15,Lucknow,Paid Social,Female,45-54
1759,2024-11-03,Delhi,Email,Female,45-54
1760,2024-12-25,Chennai,Referral,Female,25-34
1761,2025-01-18,Kolkata,Direct,Female,25-34
1762,2025-06-05,Indore,Paid Social,Male,45-54
1763,2025-07-07,Pune,Affiliate,Male,35-44
1764,2025-11-10,Kochi,Organic Search,Male,45-54
1765,2025-12-05,Delhi,Direct,Male,35-44
1766,2024-11-17,Lucknow,Paid Social,Female,45-54
1767,2024-11-06,Indore,Organic Search,Female,18-24
1768,2025-06-10,Gorakhpur,Paid Search,Female,25-34
1769,2025-12-18,Indore,Affiliate,Male,18-24
1770,2025-10-25,Bhopal,Organic Search,Female,45-54
1771,2025-11-09,Pune,Organic Search,Female,18-24
1772,2025-02-23,Gorakhpur,Paid Social,Male,25-34
1773,2025-01-09,Kolkata,Direct,Female,25-34
1774,2024-12-02,Gorakhpur,Paid Search,Female,25-34
1775,2025-07-22,Jaipur,Paid Search,Male,25-34
1776,2024-11-09,Gorakhpur,Organic Search,Female,18-24
1777,2025-08-31,Chennai,Email,Male,18-24
1778,2025-01-15,Bhopal,Direct,Male,45-54
1779,2024-11-30,Kochi,Organic Search,Female,35-44
1780,2025-01-21,Kochi,Email,Female,18-24
1781,2025-02-22,Kochi,Direct,Female,18-24
1782,2024-11-16,Mumbai,Paid Search,Female,25-34
1783,2024-11-04,Bengaluru,Paid Search,Female,35-44
1784,2025-11-09,Indore,Paid Social,Female,25-34
1785,2025-12-09,Lucknow,Organic Search,Female,35-44
1786,2025-02-06,Indore,Organic Search,Male,45-54
1787,2025-11-18,Gorakhpur,Referral,Female,35-44
1788,2025-02-15,Bhopal,Organic Search,Male,25-34
1789,2024-12-04,Chennai,Affiliate,Male,18-24
1790,2024-12-13,Lucknow,Organic Search,Male,18-24
1791,2025-01-17,Kolkata,Organic Search,Male,18-24
1792,2025-10-18,Delhi,Paid Search,Female,18-24
1793,2024-11-12,Hyderabad,Paid Search,Male,45-54
1794,2025-03-11,Bhopal,Affiliate,Male,18-24
1795,2025-11-15,Chandigarh,Organic Search,Male,45-54
1796,2025-06-19,Jaipur,Direct,Female,45-54
1797,2025-08-05,Kolkata,Direct,Male,25-34
1798,2024-11-14,Lucknow,Organic Search,Other,35-44
1799,2025-01-19,Bhopal,Paid Social,Female,25-34
1800,2024-11-10,Kolkata,Organic Search,Male,18-24
1801,2025-12-24,Indore,Organic Search,Female,18-24
1802,2024-11-07,Delhi,Organic Search,Female,35-44
1803,2025-01-19,Hyderabad,Direct,Other,25-34
1804,2025-05-10,Mumbai,Paid Search,Male,18-24
1805,2024-12-17,Ahmedabad,Paid Search,Male,35-44
1806,2025-10-24,Ahmedabad,Email,Male,35-44
1807,2025-08-13,Gorakhpur,Paid Social,Female,35-44
1808,2025-01-08,Mumbai,Paid Search,Female,45-54
1809,2025-07-02,Pune,Direct,Female,25-34
1810,2025-09-19,Pune,Paid Search,Male,25-34
1811,2024-11-15,Chandigarh,Direct,Female,25-34
1812,2025-06-28,Ahmedabad,Direct,Male,18-24
1813,2025-03-20,Pune,Organic Search,Male,35-44
1814,2025-09-10,Pune,Organic Search,Male,45-54
1815,2025-03-19,Kolkata,Email,Female,25-34
1816,2024-12-04,Kolkata,Organic Search,Female,35-44
1817,2024-11-02,Bhopal,Affiliate,Female,35-44
1818,2025-11-09,Chandigarh,Email,Male,25-34
1819,2025-07-31,Kochi,Paid Social,Male,45-54
1820,2025-08-15,Chandigarh,Email,Female,18-24
1821,2025-04-14,Bhopal,Referral,Male,45-54
1822,2025-02-16,Chandigarh,Direct,Female,25-34
1823,2025-12-04,Bhopal,Paid Search,Female,18-24
1824,2024-12-26,Pune,Direct,Female,25-34
1825,2025-08-08,Lucknow,Paid Social,Female,35-44
1826,2025-01-23,Chandigarh,Direct,Male,18-24
1827,2024-11-16,Chennai,Paid Search,Male,25-34
1828,2025-02-24,Bengaluru,Organic Search,Female,35-44
1829,2025-03-12,Hyderabad,Affiliate,Female,18-24
1830,2024-12-25,Chennai,Direct,Male,45-54
1831,2024-11-28,Pune,Affiliate,Female,45-54
1832,2024-11-16,Delhi,Direct,Male,18-24
1833,2024-12-12,Delhi,Direct,Male,45-54
1834,2025-04-27,Indore,Organic Search,Female,35-44
1835,2025-12-14,Kochi,Organic Search,Male,35-44
1836,2025-04-08,Hyderabad,Organic Search,Female,18-24
1837,2025-03-24,Mumbai,Organic Search,Female,35-44
1838,2025-04-23,Gorakhpur,Affiliate,Female,45-54
1839,2025-10-10,Chennai,Organic Search,Male,35-44
1840,2025-01-13,Gorakhpur,Paid Social,Female,35-44
1841,2025-05-18,Bengaluru,Organic Search,Female,25-34
1842,2025-11-02,Lucknow,Organic Search,Female,35-44
1843,2025-03-26,Jaipur,Affiliate,Male,35-44
1844,2025-11-20,Lucknow,Paid Social,Female,25-34
1845,2025-01-30,Mumbai,Referral,Male,25-34
1846,2025-04-20,Gorakhpur,Referral,Male,45-54
1847,2025-04-08,Bhopal,Organic Search,Female,18-24
1848,2025-05-11,Jaipur,Direct,Female,35-44
1849,2024-12-02,Bhopal,Paid Search,Female,25-34
1850,2025-08-24,Hyderabad,Referral,Female,18-24
1851,2025-06-25,Bhopal,Paid Search,Female,18-24
1852,2025-01-19,Bhopal,Paid Search,Female,45-54
1853,2025-05-10,Kolkata,Paid Search,Female,25-34
1854,2025-11-11,Bhopal,Paid Social,Female,25-34
1855,2025-05-10,Chennai,Affiliate,Female,18-24
1856,2025-02-10,Delhi,Paid Search,Male,25-34
1857,2025-10-25,Bengaluru,Email,Female,45-54
1858,2024-12-21,Bhopal,Paid Search,Female,18-24
1859,2024-11-16,Kolkata,Organic Search,Female,25-34
1860,2025-12-24,Kochi,Organic Search,Female,45-54
1861,2025-10-28,Kolkata,Paid Social,Male,25-34
1862,2025-07-05,Bhopal,Organic Search,Male,35-44
1863,2025-05-03,Indore,Direct,Female,35-44
1864,2025-11-27,Gorakhpur,Email,Female,45-54
1865,2024-12-29,Delhi,Paid Search,Male,18-24
1866,2024-11-21,Lucknow,Organic Search,Female,45-54
1867,2025-01-30,Jaipur,Paid Search,Male,35-44
1868,2025-11-24,Pune,Organic Search,Female,18-24
1869,2025-04-20,Lucknow,Email,Female,45-54
1870,2024-12-28,Chandigarh,Paid Social,Female,25-34
1871,2024-11-03,Bhopal,Referral,Other,25-34
1872,2025-02-19,Bhopal,Paid Social,Male,18-24
1873,2025-01-18,Pune,Organic Search,Female,45-54
1874,2024-12-09,Bhopal,Organic Search,Female,18-24
1875,2025-11-10,Delhi,Direct,Female,25-34
1876,2024-11-02,Bhopal,Email,Female,25-34
1877,2024-11-01,Bengaluru,Affiliate,Female,35-44
1878,2025-11-22,Indore,Paid Search,Female,25-34
1879,2025-09-13,Mumbai,Paid Social,Male,18-24
1880,2025-02-25,Pune,Paid Search,Female,25-34
1881,2025-12-26,Mumbai,Direct,Male,18-24
1882,2025-07-23,Mumbai,Paid Social,Female,35-44
1883,2024-12-25,Jaipur,Direct,Male,18-24
1884,2025-07-02,Bhopal,Paid Social,Female,18-24
1885,2025-11-15,Chennai,Affiliate,Female,18-24
1886,2025-11-26,Hyderabad,Direct,Female,45-54
1887,2025-10-08,Hyderabad,Paid Social,Female,25-34
1888,2025-03-14,Ahmedabad,Organic Search,Female,25-34
1889,2025-05-25,Jaipur,Organic Search,Male,25-34
1890,2024-11-01,Jaipur,Organic Search,Male,25-34
1891,2024-11-03,Lucknow,Direct,Female,25-34
1892,2025-05-26,Gorakhpur,Paid Search,Male,35-44
1893,2025-09-18,Gorakhpur,Email,Female,45-54
1894,2025-05-06,Pune,Paid Search,Female,18-24
1895,2025-12-06,Chandigarh,Email,Female,45-54
1896,2025-01-10,Mumbai,Direct,Female,35-44
1897,2025-06-07,Kolkata,Paid Social,Male,45-54
1898,2025-09-18,Lucknow,Email,Female,25-34
1899,2024-11-02,Hyderabad,Paid Social,Male,45-54
1900,2024-11-05,Pune,Affiliate,Male,45-54
1901,2025-02-03,Kolkata,Paid Search,Female,18-24
1902,2024-12-22,Chennai,Direct,Male,18-24
1903,2025-01-04,Lucknow,Paid Social,Male,25-34
1904,2025-08-13,Lucknow,Organic Search,Male,25-34
1905,2025-05-10,Indore,Organic Search,Female,45-54
1906,2024-11-10,Bhopal,Direct,Female,18-24
1907,2025-06-04,Chennai,Paid Search,Female,25-34
1908,2025-09-17,Indore,Paid Social,Female,25-34
1909,2025-11-01,Hyderabad,Paid Social,Male,25-34
1910,2025-11-20,Bengaluru,Organic Search,Male,18-24
1911,2025-03-21,Bengaluru,Affiliate,Female,35-44
1912,2024-11-02,Indore,Direct,Female,35-44
1913,2025-07-27,Kolkata,Affiliate,Male,25-34
1914,2025-09-05,Kochi,Email,Female,18-24
1915,2025-03-23,Indore,Direct,Female,18-24
1916,2025-07-23,Bhopal,Paid Search,Female,45-54
1917,2024-12-01,Pune,Direct,Male,45-54
1918,2025-03-26,Pune,Organic Search,Female,18-24
1919,2024-12-21,Ahmedabad,Direct,Female,45-54
1920,2024-11-10,Jaipur,Referral,Female,35-44
1921,2025-10-30,Hyderabad,Paid Search,Female,45-54
1922,2025-07-14,Chandigarh,Referral,Male,18-24
1923,2025-02-28,Bengaluru,Paid Search,Female,25-34
1924,2025-02-26,Mumbai,Paid Search,Male,35-44
1925,2024-11-20,Mumbai,Direct,Female,25-34
1926,2024-12-05,Lucknow,Referral,Female,25-34
1927,2025-02-08,Jaipur,Affiliate,Male,25-34
1928,2024-11-05,Kolkata,Paid Search,Female,35-44
1929,2025-09-15,Indore,Organic Search,Male,45-54
1930,2025-10-08,Hyderabad,Paid Social,Male,45-54
1931,2025-04-11,Gorakhpur,Paid Social,Female,45-54
1932,2025-07-04,Kochi,Paid Search,Male,18-24
1933,2025-11-08,Mumbai,Paid Search,Female,18-24
1934,2024-11-24,Delhi,Direct,Female,18-24
1935,2024-11-03,Delhi,Paid Search,Male,45-54
1936,2024-11-19,Kolkata,Email,Female,35-44
1937,2024-11-14,Indore,Referral,Male,35-44
1938,2025-03-31,Chennai,Direct,Male,25-34
1939,2024-11-19,Hyderabad,Paid Search,Male,35-44
1940,2025-03-29,Ahmedabad,Paid Social,Female,35-44
1941,2025-11-12,Kochi,Direct,Male,25-34
1942,2025-04-01,Bengaluru,Affiliate,Female,25-34
1943,2024-11-21,Bengaluru,Organic Search,Female,25-34
1944,2024-12-03,Ahmedabad,Organic Search,Female,18-24
1945,2025-05-20,Mumbai,Paid Search,Female,25-34
1946,2025-01-17,Hyderabad,Organic Search,Female,45-54
1947,2025-04-29,Lucknow,Paid Social,Male,35-44
1948,2025-04-18,Hyderabad,Direct,Female,25-34
1949,2024-11-12,Delhi,Organic Search,Female,18-24
1950,2024-11-16,Gorakhpur,Paid Search,Male,35-44
1951,2025-04-25,Lucknow,Email,Female,45-54
1952,2024-12-05,Hyderabad,Organic Search,Other,18-24
1953,2025-11-14,Delhi,Direct,Female,18-24
1954,2025-01-09,Bengaluru,Email,Female,45-54
1955,2025-02-17,Pune,Paid Search,Female,18-24
1956,2024-12-14,Chandigarh,Paid Social,Female,45-54
1957,2025-01-21,Chennai,Affiliate,Female,25-34
1958,2025-12-01,Kochi,Referral,Female,25-34
1959,2025-09-18,Ahmedabad,Paid Search,Male,35-44
1960,2025-06-21,Kolkata,Paid Search,Male,25-34
1961,2024-11-02,Ahmedabad,Paid Social,Male,35-44
1962,2025-07-15,Jaipur,Organic Search,Male,25-34
1963,2025-01-31,Indore,Organic Search,Other,25-34
1964,2025-02-24,Bengaluru,Paid Search,Male,35-44
1965,2024-11-10,Pune,Paid Social,Female,18-24
1966,2025-05-11,Pune,Organic Search,Male,45-54
1967,2024-11-03,Pune,Direct,Female,18-24
1968,2025-12-11,Kochi,Affiliate,Male,45-54
1969,2025-12-29,Ahmedabad,Direct,Female,18-24
1970,2024-11-03,Bhopal,Organic Search,Male,25-34
1971,2025-10-07,Kolkata,Organic Search,Male,18-24
1972,2024-11-05,Bengaluru,Direct,Female,35-44
1973,2025-12-19,Lucknow,Organic Search,Male,35-44
1974,2025-09-16,Chennai,Affiliate,Male,25-34
1975,2025-10-29,Chennai,Paid Search,Female,45-54
1976,2025-02-13,Bengaluru,Direct,Female,25-34
1977,2025-07-15,Ahmedabad,Organic Search,Female,25-34
1978,2025-06-23,Gorakhpur,Paid Social,Male,18-24
1979,2025-01-05,Mumbai,Paid Search,Female,18-24
1980,2025-04-21,Mumbai,Paid Search,Male,25-34
1981,2025-07-15,Lucknow,Organic Search,Male,18-24
1982,2025-08-05,Hyderabad,Affiliate,Male,45-54
1983,2024-11-08,Hyderabad,Direct,Female,25-34
1984,2025-07-25,Pune,Direct,Female,35-44
1985,2024-11-27,Chennai,Organic Search,Female,25-34
1986,2024-12-24,Pune,Organic Search,Female,45-54
1987,2024-12-21,Lucknow,Paid Search,Female,45-54
1988,2025-09-12,Delhi,Direct,Female,45-54
1989,2024-11-22,Indore,Paid Search,Female,35-44
1990,2024-12-05,Jaipur,Direct,Male,35-44
1991,2024-11-10,Pune,Affiliate,Female,35-44
1992,2024-11-02,Gorakhpur,Organic Search,Male,45-54
1993,2024-11-19,Chennai,Paid Search,Male,18-24
1994,2025-01-09,Chennai,Organic Search,Male,18-24
1995,2024-11-23,Chennai,Paid Search,Male,18-24
1996,2024-11-30,Delhi,Paid Social,Female,25-34
1997,2025-07-28,Lucknow,Paid Search,Female,45-54
1998,2025-07-16,Hyderabad,Paid Search,Female,35-44
1999,2025-05-08,Kolkata,Paid Search,Female,25-34
2000,2025-08-03,Jaipur,Email,Female,45-54
2001,2025-08-10,Kolkata,Referral,Male,25-34
2002,2025-03-26,Bhopal,Email,Male,25-34
2003,2025-11-28,Delhi,Paid Search,Female,35-44
2004,2025-08-18,Mumbai,Organic Search,Female,25-34
2005,2025-08-26,Delhi,Paid Search,Female,25-34
2006,2024-12-03,Pune,Organic Search,Female,25-34
2007,2025-09-29,Indore,Paid Search,Female,35-44
2008,2024-11-01,Mumbai,Organic Search,Female,45-54
2009,2025-06-28,Gorakhpur,Email,Female,45-54
2010,2025-07-02,Mumbai,Affiliate,Female,35-44
2011,2025-08-03,Chandigarh,Organic Search,Female,35-44
2012,2025-09-06,Kolkata,Direct,Male,18-24
2013,2025-01-18,Lucknow,Direct,Female,25-34
2014,2025-08-06,Chennai,Paid Social,Female,18-24
2015,2025-05-13,Bhopal,Affiliate,Female,25-34
2016,2024-11-18,Hyderabad,Organic Search,Female,18-24
2017,2025-01-15,Kolkata,Direct,Female,35-44
2018,2025-02-01,Bengaluru,Affiliate,Female,45-54
2019,2024-11-28,Jaipur,Paid Social,Male,45-54
2020,2025-08-29,Indore,Paid Social,Female,45-54
2021,2025-08-27,Chennai,Organic Search,Female,45-54
2022,2025-06-21,Gorakhpur,Organic Search,Male,45-54
2023,2025-02-16,Kolkata,Organic Search,Female,18-24
2024,2025-05-09,Ahmedabad,Affiliate,Female,45-54
2025,2025-07-05,Chennai,Affiliate,Female,25-34
2026,2025-12-17,Kolkata,Paid Search,Male,18-24
2027,2024-11-21,Bhopal,Paid Social,Male,35-44
2028,2024-12-02,Indore,Affiliate,Male,45-54
2029,2024-11-04,Mumbai,Paid Social,Male,45-54
2030,2025-01-25,Gorakhpur,Email,Female,45-54
2031,2025-01-14,Kochi,Paid Social,Female,35-44
2032,2024-11-28,Bengaluru,Paid Social,Female,35-44
2033,2025-05-26,Chennai,Paid Search,Male,45-54
2034,2024-12-16,Mumbai,Organic Search,Female,25-34
2035,2025-05-24,Pune,Paid Search,Female,45-54
2036,2025-06-23,Kochi,Paid Social,Male,45-54
2037,2024-11-03,Bengaluru,Paid Social,Female,18-24
2038,2025-01-31,Mumbai,Referral,Female,35-44
2039,2025-02-16,Indore,Organic Search,Female,18-24
2040,2025-09-16,Mumbai,Paid Search,Male,35-44
2041,2025-12-27,Jaipur,Direct,Male,25-34
2042,2025-06-26,Lucknow,Organic Search,Female,45-54
2043,2024-12-24,Delhi,Direct,Female,18-24
2044,2025-05-10,Gorakhpur,Email,Female,18-24
2045,2025-02-09,Kolkata,Organic Search,Male,35-44
2046,2024-12-22,Gorakhpur,Paid Search,Female,25-34
2047,2024-12-10,Hyderabad,Direct,Female,35-44
2048,2025-07-14,Ahmedabad,Direct,Male,35-44
2049,2025-04-09,Jaipur,Paid Search,Female,35-44
2050,2025-01-08,Delhi,Affiliate,Female,45-54
2051,2024-12-06,Gorakhpur,Direct,Female,45-54
2052,2024-11-02,Mumbai,Email,Male,35-44
2053,2024-11-08,Jaipur,Direct,Female,35-44
2054,2025-07-27,Ahmedabad,Paid Search,Female,25-34
2055,2025-05-19,Kolkata,Paid Search,Other,18-24
2056,2025-07-28,Indore,Paid Social,Female,25-34
2057,2025-01-28,Kolkata,Paid Search,Male,18-24
2058,2024-11-11,Mumbai,Organic Search,Male,25-34
2059,2025-10-03,Indore,Affiliate,Male,45-54
2060,2025-01-19,Bhopal,Organic Search,Male,35-44
2061,2025-08-08,Gorakhpur,Direct,Male,35-44
2062,2025-03-22,Hyderabad,Paid Search,Male,45-54
2063,2025-07-31,Bhopal,Paid Social,Female,25-34
2064,2025-02-07,Kochi,Organic Search,Female,45-54
2065,2025-06-05,Mumbai,Direct,Female,45-54
2066,2025-12-13,Gorakhpur,Paid Social,Female,25-34
2067,2024-11-18,Mumbai,Direct,Male,45-54
2068,2025-11-24,Hyderabad,Paid Social,Female,45-54
2069,2025-06-20,Bengaluru,Referral,Male,45-54
2070,2025-04-14,Kochi,Email,Male,45-54
2071,2025-01-26,Delhi,Email,Female,25-34
2072,2025-01-09,Bhopal,Paid Social,Female,45-54
2073,2025-03-03,Ahmedabad,Direct,Other,25-34
2074,2025-12-12,Mumbai,Paid Search,Male,35-44
2075,2025-10-08,Hyderabad,Email,Female,18-24
2076,2024-11-01,Gorakhpur,Organic Search,Female,45-54
2077,2025-10-02,Kolkata,Organic Search,Male,18-24
2078,2025-07-07,Jaipur,Direct,Male,45-54
2079,2025-03-12,Pune,Direct,Male,18-24
2080,2025-01-24,Jaipur,Direct,Male,45-54
2081,2025-02-18,Delhi,Organic Search,Male,18-24
2082,2025-07-11,Gorakhpur,Paid Social,Female,25-34
2083,2025-08-22,Mumbai,Organic Search,Female,18-24
