order_id,customer_id,session_id,order_date,order_status,payment_method,discount_pct,total_amount
2195,2605,24027,2025-02-10,Delivered,COD,10,1062.0
2196,2606,24036,2025-06-04,Delivered,COD,20,2328.8
2197,2607,24055,2025-04-23,Delivered,COD,5,4847.85
2198,2608,24067,2025-04-07,Delivered,Debit Card,15,2586.55
2199,2608,24070,2025-04-24,Delivered,Credit Card,0,2856.0
2200,2610,24084,2025-10-22,Delivered,UPI,0,674.0
2201,2613,24104,2025-07-16,Delivered,UPI,10,4820.4
2202,2614,24108,2025-02-21,Delivered,Credit Card,30,1178.8
2203,2615,24113,2025-08-14,Delivered,UPI,20,8204.8
2204,2620,24163,2025-10-11,Delivered,UPI,15,2438.65
2205,2621,24171,2025-01-18,Delivered,Net Banking,10,4382.1
2206,2622,24192,2025-03-23,Returned,Debit Card,5,1137.15
2207,2624,24210,2025-02-28,Delivered,Debit Card,0,7666.0
2208,2624,24215,2025-03-16,Delivered,UPI,5,1469.65
2209,2628,24240,2025-09-12,Delivered,UPI,15,1378.7
2210,2630,24245,2025-07-24,Delivered,Debit Card,15,3391.5
2211,2631,24261,2025-03-21,Delivered,Debit Card,20,2684.0
2212,2632,24284,2025-04-19,Delivered,COD,5,1373.7
2213,2632,24288,2025-06-09,Returned,Debit Card,0,4595.0
2214,2641,24356,2025-04-08,Delivered,Credit Card,0,2739.0
2215,2642,24366,2024-11-30,Delivered,UPI,0,4595.0
2216,2644,24380,2025-04-20,Delivered,UPI,0,2540.0
2217,2646,24414,2025-01-03,Delivered,Credit Card,0,1589.0
2218,2647,24431,2025-11-12,Delivered,Net Banking,15,1229.1
2219,2648,24432,2025-04-15,Delivered,COD,10,7929.9
2220,2648,24436,2025-07-21,Delivered,UPI,0,2904.0
2221,2648,24437,2025-08-31,Delivered,UPI,0,1573.0
2222,2650,24450,2025-05-03,Delivered,Debit Card,10,6408.0
2223,2650,24454,2025-08-02,Delivered,UPI,15,2614.6
2224,2651,24461,2025-08-17,Delivered,COD,30,3011.4
2225,2651,24462,2025-09-04,Delivered,Net Banking,30,2745.4
2226,2653,24470,2025-01-02,Delivered,Credit Card,10,4101.3
2227,2653,24475,2025-02-11,Delivered,Debit Card,0,2326.0
2228,2653,24480,2025-03-18,Delivered,UPI,0,455.0
2229,2657,24509,2025-02-28,Delivered,Credit Card,10,1843.2
2230,2657,24520,2025-08-06,Delivered,COD,0,1056.0
2231,2659,24532,2025-03-27,Delivered,UPI,10,5935.5
2232,2659,24533,2025-05-04,Delivered,Net Banking,5,4141.05
2233,2664,24564,2025-05-04,Delivered,Credit Card,20,2124.8
2234,2666,24578,2025-03-16,Delivered,UPI,0,1042.0
2235,2667,24592,2025-02-14,Delivered,UPI,0,1982.0
2236,2667,24600,2025-04-26,Delivered,UPI,20,2348.8
2237,2667,24602,2025-05-02,Delivered,UPI,0,1502.0
2238,2667,24605,2025-05-18,Delivered,UPI,5,2348.4
2239,2668,24609,2025-01-09,Delivered,Debit Card,10,4327.2
2240,2668,24618,2025-04-26,Returned,UPI,10,2085.3
2241,2671,24631,2024-12-20,Delivered,UPI,0,10027.0
2242,2671,24647,2025-06-12,Cancelled,Credit Card,10,3808.8
2243,2672,24660,2025-03-31,Delivered,Debit Card,0,11857.0
2244,2672,24661,2025-04-09,Delivered,Debit Card,0,13240.0
2245,2674,24673,2025-07-25,Delivered,Credit Card,10,13358.7
2246,2674,24680,2025-09-26,Delivered,Net Banking,30,1265.6
2247,2675,24681,2024-12-06,Delivered,UPI,0,5207.0
2248,2677,24687,2025-03-28,Delivered,Credit Card,30,5246.5
2249,2677,24698,2025-06-01,Delivered,Debit Card,0,3857.0
2250,2677,24699,2025-06-02,Delivered,Credit Card,15,2012.8
2251,2680,24716,2025-04-09,Delivered,UPI,30,7282.8
2252,2684,24759,2025-04-29,Delivered,Credit Card,10,3249.9
2253,2684,24761,2025-05-30,Delivered,UPI,15,2007.7
2254,2685,24766,2025-11-27,Delivered,Credit Card,5,4712.95
2255,2690,24803,2025-08-14,Delivered,Net Banking,0,3257.0
2256,2691,24807,2025-08-16,Delivered,UPI,15,2569.55
2257,2691,24810,2025-09-30,Delivered,UPI,5,1810.7
2258,2696,24840,2025-07-31,Delivered,UPI,15,940.1
2259,2698,24870,2025-06-17,Delivered,Credit Card,5,3878.85
2260,2701,24909,2025-10-02,Delivered,COD,15,4122.5
2261,2703,24919,2025-03-24,Delivered,UPI,0,4127.0
2262,2707,24941,2025-10-21,Delivered,Credit Card,0,3173.0
2263,2708,24949,2025-09-17,Delivered,Net Banking,15,1598.0
2264,2709,24951,2025-12-15,Delivered,Debit Card,0,455.0
2265,2710,24952,2025-05-27,Delivered,UPI,0,6067.0
2266,2715,24992,2025-05-16,Delivered,COD,20,1902.4
2267,2715,24998,2025-07-18,Delivered,Debit Card,0,4560.0
2268,2715,25001,2025-08-09,Delivered,Credit Card,5,2984.9
2269,2718,25034,2024-12-08,Delivered,UPI,20,1265.6
2270,2721,25053,2025-07-16,Delivered,UPI,5,2081.45
2271,2728,25090,2025-02-17,Delivered,Credit Card,0,10360.0
2272,2728,25099,2025-07-28,Delivered,UPI,10,1234.8
2273,2736,25140,2025-06-18,Delivered,COD,5,2147.95
2274,2737,25150,2025-11-17,Delivered,COD,5,1523.8
2275,2740,25163,2025-03-04,Delivered,UPI,5,1290.1
2276,2740,25169,2025-03-17,Delivered,Credit Card,15,6596.0
2277,2742,25183,2025-03-29,Delivered,Net Banking,5,2062.45
2278,2743,25193,2025-04-01,Returned,COD,20,308.8
2279,2748,25228,2025-02-08,Delivered,COD,10,2144.7
2280,2749,25238,2025-07-10,Delivered,UPI,10,959.4
2281,2752,25268,2025-04-08,Delivered,COD,20,5150.4
2282,2757,25320,2025-03-13,Delivered,Credit Card,0,1684.0
2283,2757,25327,2025-07-18,Delivered,UPI,15,4069.8
2284,2760,25350,2025-02-18,Delivered,Debit Card,10,2163.6
2285,2760,25356,2025-05-11,Delivered,Credit Card,0,8192.0
2286,2761,25363,2025-07-02,Delivered,UPI,15,1547.85
2287,2762,25379,2025-02-21,Delivered,Credit Card,0,802.0
2288,2762,25382,2025-03-20,Delivered,COD,15,2932.5
2289,2763,25402,2025-11-10,Delivered,UPI,20,2828.0
2290,2764,25407,2025-07-06,Delivered,UPI,20,3487.2
2291,2765,25417,2025-07-19,Delivered,Debit Card,0,4806.0
2292,2765,25418,2025-07-23,Delivered,COD,30,6283.2
2293,2766,25425,2025-03-10,Delivered,UPI,5,1088.7
2294,2766,25432,2025-05-04,Delivered,UPI,10,1159.2
2295,2766,25433,2025-05-11,Delivered,Net Banking,5,9272.0
2296,2768,25442,2025-06-02,Delivered,COD,10,1225.8
2297,2770,25463,2025-03-20,Delivered,UPI,0,4581.0
2298,2770,25469,2025-07-03,Delivered,Credit Card,15,4057.05
2299,2772,25489,2025-03-15,Delivered,COD,0,5438.0
2300,2772,25490,2025-03-20,Delivered,COD,0,6447.0
2301,2772,25493,2025-05-25,Returned,Credit Card,0,504.0
2302,2773,25499,2025-07-02,Delivered,UPI,0,1035.0
2303,2773,25505,2025-09-04,Delivered,UPI,0,2502.0
2304,2775,25517,2025-04-18,Delivered,COD,15,2012.8
2305,2775,25518,2025-05-01,Delivered,Credit Card,0,2471.0
2306,2777,25537,2025-05-19,Delivered,Credit Card,0,4880.0
2307,2777,25539,2025-06-08,Delivered,Net Banking,20,269.6
2308,2778,25543,2024-11-03,Delivered,Credit Card,5,4126.8
2309,2778,25550,2024-12-11,Delivered,Debit Card,0,3990.0
2310,2778,25553,2024-12-22,Delivered,Credit Card,5,4783.25
2311,2778,25566,2025-02-28,Delivered,COD,0,4404.0
2312,2778,25569,2025-03-07,Cancelled,UPI,20,3192.8
2313,2780,25579,2025-07-09,Delivered,Credit Card,0,507.0
2314,2783,25599,2024-12-15,Delivered,UPI,0,2482.0
2315,2783,25600,2025-01-15,Delivered,UPI,0,3177.0
2316,2783,25602,2025-05-24,Delivered,Credit Card,10,1803.6
2317,2784,25607,2025-11-17,Delivered,Credit Card,10,306.0
2318,2785,25618,2025-07-19,Delivered,COD,15,4131.0
2319,2785,25619,2025-07-24,Delivered,COD,0,2026.0
2320,2785,25620,2025-07-25,Delivered,UPI,0,946.0
2321,2786,25624,2025-08-17,Delivered,Credit Card,5,2147.95
2322,2787,25627,2024-12-08,Delivered,UPI,15,595.0
2323,2787,25630,2024-12-26,Delivered,COD,15,6618.95
2324,2787,25632,2025-01-08,Delivered,Debit Card,0,3913.0
2325,2791,25662,2025-02-23,Delivered,Debit Card,0,4237.0
2326,2792,25679,2024-12-04,Delivered,UPI,10,5983.2
2327,2794,25723,2025-06-17,Delivered,COD,30,2298.8
2328,2795,25733,2025-04-07,Delivered,UPI,30,3420.2
2329,2796,25736,2025-05-29,Delivered,Credit Card,0,8192.0
2330,2796,25741,2025-11-29,Cancelled,UPI,15,4395.35
2331,2796,25742,2025-12-06,Delivered,UPI,15,7291.3
2332,2797,25744,2024-12-18,Delivered,UPI,10,792.9
2333,2797,25751,2025-02-01,Delivered,Net Banking,0,2091.0
2334,2797,25756,2025-03-31,Cancelled,UPI,0,2394.0
2335,2800,25797,2025-03-14,Delivered,UPI,20,5287.2
2336,2801,25805,2025-07-12,Delivered,UPI,15,5966.15
2337,2801,25808,2025-07-26,Delivered,Credit Card,15,5812.3
2338,2802,25814,2025-02-27,Cancelled,Net Banking,0,2510.0
2339,2803,25836,2025-04-06,Delivered,UPI,20,3234.4
2340,2803,25846,2025-06-05,Delivered,UPI,0,8707.0
2341,2805,25858,2025-10-23,Delivered,Net Banking,30,643.3
2342,2807,25872,2024-11-07,Delivered,COD,0,2439.0
2343,2807,25874,2025-02-24,Delivered,Credit Card,0,4878.0
2344,2807,25875,2025-03-30,Cancelled,UPI,10,1062.9
2345,2807,25881,2025-09-04,Delivered,COD,5,729.6
2346,2807,25882,2025-10-06,Delivered,Credit Card,15,4420.0
2347,2812,25919,2025-01-27,Delivered,COD,5,1883.85
2348,2812,25930,2025-03-14,Delivered,Credit Card,0,7554.0
2349,2814,25952,2025-06-02,Delivered,UPI,15,1871.7
2350,2815,25959,2025-08-05,Delivered,Credit Card,0,8546.0
2351,2816,25976,2025-01-17,Delivered,Net Banking,20,996.0
2352,2816,25978,2025-02-02,Delivered,UPI,0,2600.0
2353,2816,25984,2025-02-20,Delivered,UPI,15,5190.95
2354,2817,25986,2025-06-23,Delivered,UPI,0,12047.0
2355,2818,25997,2025-10-14,Delivered,COD,5,3624.25
2356,2819,26006,2025-03-29,Delivered,Credit Card,5,663.1
2357,2820,26013,2025-05-19,Delivered,COD,0,8787.0
2358,2821,26024,2025-01-16,Delivered,UPI,10,4757.4
2359,2821,26027,2025-02-02,Delivered,Net Banking,0,2603.0
2360,2821,26028,2025-03-07,Delivered,Debit Card,15,1817.3
2361,2824,26052,2025-07-19,Delivered,UPI,0,4558.0
2362,2828,26090,2025-02-14,Delivered,Debit Card,10,857.7
2363,2828,26096,2025-04-06,Delivered,Credit Card,5,4242.7
2364,2828,26099,2025-04-28,Returned,Credit Card,0,2823.0
2365,2829,26102,2025-01-26,Delivered,UPI,10,6730.2
2366,2829,26108,2025-02-27,Delivered,Debit Card,0,2638.0
2367,2829,26112,2025-04-15,Delivered,UPI,15,1847.9
2368,2829,26113,2025-04-23,Delivered,Net Banking,20,13836.0
2369,2829,26114,2025-04-27,Delivered,UPI,0,4421.0
2370,2830,26129,2025-04-14,Delivered,Credit Card,10,2421.0
2371,2830,26138,2025-09-11,Delivered,Credit Card,0,4704.0
2372,2833,26156,2025-05-03,Delivered,UPI,10,4686.3
2373,2836,26185,2025-10-03,Delivered,UPI,15,386.75
2374,2837,26188,2025-08-09,Delivered,Debit Card,0,5171.0
2375,2837,26190,2025-08-24,Delivered,UPI,0,1606.0
2376,2837,26191,2025-09-07,Delivered,Credit Card,20,1156.8
2377,2839,26200,2025-05-21,Delivered,Debit Card,5,3906.4
2378,2839,26204,2025-06-24,Delivered,Credit Card,10,306.0
2379,2840,26211,2025-01-15,Returned,Credit Card,30,1554.0
2380,2840,26221,2025-06-08,Delivered,UPI,5,3040.0
2381,2840,26222,2025-06-21,Delivered,UPI,0,661.0
2382,2840,26223,2025-06-22,Delivered,Credit Card,5,1060.2
2383,2842,26238,2025-11-03,Delivered,Debit Card,10,3412.8
2384,2844,26253,2025-04-11,Delivered,Credit Card,20,2167.2
2385,2844,26258,2025-06-16,Delivered,UPI,0,1872.0
2386,2845,26264,2025-07-10,Delivered,Debit Card,30,4492.6
2387,2846,26271,2025-06-30,Delivered,Debit Card,5,642.2
2388,2846,26274,2025-07-25,Delivered,COD,10,792.9
2389,2854,26310,2025-04-11,Delivered,Credit Card,0,2036.0
2390,2854,26316,2025-06-01,Delivered,Debit Card,15,4515.2
2391,2857,26331,2024-12-11,Delivered,Credit Card,0,812.0
2392,2862,26363,2025-05-21,Delivered,Credit Card,0,11079.0
2393,2866,26397,2025-03-22,Delivered,Debit Card,15,7799.6
2394,2866,26405,2025-07-21,Returned,Debit Card,10,3824.1
2395,2867,26411,2024-12-05,Delivered,COD,20,4113.6
2396,2869,26428,2025-02-16,Delivered,COD,15,2119.9
2397,2869,26432,2025-02-28,Returned,COD,5,898.7
2398,2869,26438,2025-04-16,Delivered,UPI,15,5360.95
2399,2870,26448,2025-03-30,Delivered,Credit Card,10,1610.1
2400,2870,26450,2025-04-01,Delivered,COD,20,4446.4
2401,2870,26451,2025-04-17,Delivered,Net Banking,20,1882.4
2402,2872,26477,2025-07-30,Delivered,Debit Card,10,7657.2
2403,2875,26501,2025-09-09,Delivered,Credit Card,5,1385.1
2404,2877,26511,2025-02-12,Delivered,COD,20,5898.4
2405,2878,26529,2024-12-11,Delivered,UPI,5,2929.8
2406,2878,26532,2025-03-24,Delivered,Debit Card,0,4690.0
2407,2878,26537,2025-05-05,Delivered,Net Banking,15,897.6
2408,2884,26570,2025-02-23,Delivered,UPI,20,1738.4
2409,2884,26574,2025-05-19,Delivered,Debit Card,15,1003.85
2410,2886,26590,2025-06-17,Delivered,Debit Card,10,3331.8
2411,2887,26594,2025-05-10,Delivered,Debit Card,30,1595.3
2412,2888,26608,2025-11-12,Delivered,Credit Card,10,3541.5
2413,2891,26641,2025-08-06,Delivered,UPI,0,5438.0
2414,2894,26654,2025-06-23,Delivered,COD,0,3039.0
2415,2894,26656,2025-07-06,Delivered,Credit Card,0,4972.0
2416,2897,26663,2025-01-26,Cancelled,COD,5,5747.5
2417,2897,26669,2025-05-10,Delivered,Debit Card,5,8867.3
2418,2898,26684,2025-06-06,Delivered,COD,10,2388.6
2419,2898,26691,2025-07-26,Delivered,UPI,20,1497.6
2420,2903,26711,2025-06-08,Delivered,Net Banking,10,2242.8
2421,2904,26726,2025-02-02,Delivered,Credit Card,0,919.0
2422,2904,26738,2025-03-30,Delivered,COD,0,1468.0
2423,2906,26756,2025-05-09,Delivered,Credit Card,10,1330.2
2424,2907,26765,2025-06-26,Delivered,UPI,0,4422.0
2425,2907,26767,2025-06-29,Delivered,Credit Card,20,8592.8
2426,2910,26817,2025-04-21,Delivered,UPI,10,971.1
2427,2911,26820,2024-11-26,Delivered,UPI,10,5412.6
2428,2911,26823,2024-12-11,Delivered,UPI,5,1173.25
2429,2912,26836,2025-03-17,Delivered,UPI,0,5813.0
2430,2912,26842,2025-04-29,Delivered,UPI,0,8829.0
2431,2915,26868,2025-11-14,Returned,Debit Card,0,1362.0
2432,2916,26877,2025-06-20,Delivered,Credit Card,15,1687.25
2433,2917,26893,2025-10-12,Delivered,Debit Card,30,1515.5
2434,2918,26894,2024-11-08,Delivered,Credit Card,0,3691.0
2435,2921,26914,2025-03-04,Delivered,UPI,10,1301.4
2436,2923,26931,2025-07-24,Delivered,Credit Card,10,2768.4
2437,2924,26938,2025-04-30,Delivered,UPI,5,5453.0
2438,2929,26999,2025-01-09,Delivered,UPI,10,3974.4
2439,2930,27025,2025-06-13,Delivered,Net Banking,5,2922.2
2440,2931,27028,2025-06-21,Delivered,Net Banking,5,5138.55
2441,2933,27042,2025-11-26,Delivered,Debit Card,0,6473.0
2442,2933,27043,2025-11-28,Delivered,COD,15,1413.55
2443,2936,27069,2025-03-12,Delivered,UPI,15,2715.75
2444,2938,27087,2025-03-21,Delivered,UPI,5,6711.75
2445,2942,27128,2025-04-04,Delivered,Credit Card,10,1987.2
2446,2942,27129,2025-04-08,Delivered,UPI,0,1013.0
2447,2942,27134,2025-04-23,Delivered,COD,5,478.8
2448,2945,27162,2024-12-10,Delivered,Credit Card,20,384.0
2449,2945,27165,2025-01-11,Delivered,COD,15,3470.55
2450,2945,27167,2025-04-10,Delivered,Debit Card,10,9463.5
2451,2948,27194,2025-03-13,Delivered,Credit Card,0,6064.0
2452,2948,27205,2025-05-09,Delivered,UPI,0,1551.0
2453,2948,27207,2025-05-17,Delivered,UPI,0,2279.0
2454,2949,27209,2024-11-19,Delivered,UPI,0,4028.0
2455,2951,27235,2024-12-29,Returned,Debit Card,15,3356.65
2456,2952,27241,2025-11-30,Delivered,Credit Card,0,1210.0
2457,2953,27245,2025-09-21,Returned,Net Banking,0,2776.0
2458,2955,27249,2025-06-09,Delivered,COD,0,2062.0
2459,2955,27257,2025-08-21,Delivered,UPI,30,3966.9
2460,2955,27258,2025-08-22,Delivered,Credit Card,10,4362.3
2461,2958,27266,2024-12-11,Delivered,Debit Card,10,1330.2
2462,2958,27270,2024-12-22,Delivered,UPI,10,4135.5
2463,2958,27278,2025-03-06,Delivered,COD,0,3043.0
2464,2958,27281,2025-04-06,Delivered,COD,0,1821.0
2465,2960,27296,2025-08-18,Returned,Debit Card,0,1930.0
2466,2962,27303,2025-10-19,Returned,UPI,5,3667.0
2467,2963,27315,2025-05-06,Delivered,Debit Card,5,320.15
2468,2964,27332,2025-05-20,Delivered,UPI,15,3521.55
2469,2966,27344,2025-10-22,Delivered,UPI,0,6451.0
2470,2967,27345,2025-07-09,Delivered,Credit Card,5,935.75
2471,2967,27347,2025-09-10,Delivered,Credit Card,0,9234.0
2472,2968,27351,2025-08-14,Delivered,UPI,0,2982.0
2473,2969,27357,2025-06-10,Delivered,Credit Card,5,4365.25
2474,2973,27390,2025-06-23,Delivered,Debit Card,20,1331.2
2475,2978,27425,2025-02-21,Delivered,Credit Card,0,6362.0
2476,2978,27437,2025-07-15,Delivered,Credit Card,20,3167.2
2477,2978,27439,2025-09-05,Delivered,Net Banking,0,2394.0
2478,2979,27445,2025-05-16,Delivered,Credit Card,0,676.0
2479,2979,27447,2025-06-25,Delivered,UPI,10,806.4
2480,2980,27459,2025-06-05,Returned,Credit Card,20,2385.6
2481,2980,27466,2025-07-10,Delivered,COD,0,3796.0
2482,2982,27469,2025-04-21,Delivered,COD,0,4431.0
2483,2983,27481,2025-05-29,Delivered,COD,5,2369.3
2484,2984,27498,2025-03-03,Delivered,Net Banking,0,608.0
2485,2984,27501,2025-03-08,Delivered,Debit Card,0,1789.0
2486,2984,27502,2025-03-09,Delivered,UPI,0,10116.0
2487,2986,27516,2025-05-10,Delivered,UPI,30,1649.2
2488,2987,27519,2024-12-29,Delivered,UPI,5,3035.25
2489,2989,27541,2025-01-21,Delivered,UPI,5,3625.2
2490,2989,27547,2025-06-01,Delivered,UPI,0,2111.0
2491,2989,27549,2025-06-25,Returned,Credit Card,15,1210.4
2492,2994,27580,2025-01-29,Delivered,Credit Card,20,3246.4
2493,2997,27615,2025-03-31,Delivered,Credit Card,0,6500.0
2494,2997,27624,2025-07-22,Delivered,Credit Card,30,2734.9
2495,2998,27627,2025-03-01,Delivered,COD,0,2975.0
2496,2998,27635,2025-06-21,Delivered,COD,0,2197.0
2497,2998,27638,2025-09-19,Delivered,UPI,20,2599.2
2498,2999,27641,2025-09-11,Delivered,Credit Card,20,5124.8
2499,3000,27647,2025-02-02,Delivered,UPI,20,838.4
2500,3000,27649,2025-03-18,Delivered,UPI,30,2322.6
2501,3000,27653,2025-04-17,Delivered,UPI,10,1956.6
2502,3002,27664,2025-08-24,Delivered,Debit Card,30,1703.8
2503,3003,27673,2025-06-19,Delivered,UPI,10,3717.9
2504,3006,27691,2025-06-13,Delivered,Debit Card,0,880.0
2505,3006,27693,2025-06-15,Delivered,UPI,0,1385.0
2506,3007,27699,2025-07-26,Delivered,Debit Card,5,6823.85
2507,3008,27706,2025-11-11,Delivered,UPI,15,1846.2
2508,3009,27709,2025-01-20,Delivered,UPI,10,2907.0
2509,3011,27726,2025-04-04,Delivered,UPI,0,4182.0
2510,3011,27728,2025-04-26,Delivered,Debit Card,10,2244.6
2511,3014,27744,2024-12-13,Delivered,Credit Card,10,3106.8
2512,3014,27745,2025-01-28,Delivered,Net Banking,0,7308.0
2513,3014,27748,2025-08-29,Delivered,UPI,5,432.25
2514,3020,27787,2025-04-11,Delivered,COD,15,5961.05
2515,3022,27795,2025-01-28,Delivered,COD,0,1582.0
2516,3023,27807,2025-04-07,Returned,UPI,15,5677.15
2517,3026,27852,2025-02-27,Delivered,Credit Card,5,8122.5
2518,3026,27857,2025-04-04,Delivered,Net Banking,20,884.8
2519,3026,27861,2025-05-29,Delivered,UPI,5,9707.1
2520,3026,27867,2025-07-14,Returned,Debit Card,5,1691.95
2521,3027,27870,2024-11-09,Delivered,UPI,0,2780.0
2522,3027,27872,2024-11-22,Delivered,Credit Card,20,3636.0
2523,3028,27884,2025-07-16,Delivered,UPI,10,2564.1
2524,3028,27889,2025-08-08,Delivered,COD,10,1579.5
2525,3029,27905,2025-07-19,Delivered,Credit Card,0,1424.0
2526,3031,27914,2025-05-21,Delivered,Credit Card,15,1167.9
2527,3034,27936,2025-03-14,Delivered,UPI,5,5796.9
2528,3040,27981,2025-01-10,Delivered,Credit Card,15,2392.75
2529,3040,27994,2025-03-21,Delivered,Net Banking,10,4212.0
2530,3040,27998,2025-04-10,Delivered,Credit Card,0,8204.0
2531,3041,28009,2025-06-03,Delivered,Credit Card,0,1235.0
2532,3042,28013,2025-07-22,Delivered,Credit Card,0,4234.0
2533,3042,28014,2025-07-30,Delivered,Debit Card,15,854.25
2534,3042,28017,2025-08-16,Delivered,UPI,0,3195.0
2535,3043,28023,2024-12-05,Delivered,Credit Card,5,4621.75
2536,3044,28039,2025-04-10,Delivered,Credit Card,5,4432.7
2537,3044,28040,2025-04-19,Delivered,Debit Card,10,827.1
2538,3044,28045,2025-05-21,Returned,UPI,0,922.0
2539,3046,28055,2025-07-22,Delivered,Net Banking,0,17795.0
2540,3046,28056,2025-07-23,Delivered,Net Banking,10,5200.2
2541,3046,28058,2025-11-18,Delivered,Debit Card,15,8241.6
2542,3047,28063,2025-06-27,Delivered,Credit Card,10,1094.4
2543,3047,28065,2025-07-15,Delivered,Credit Card,10,1602.0
2544,3052,28118,2025-06-22,Delivered,UPI,0,339.0
2545,3053,28135,2025-02-06,Delivered,UPI,10,1610.1
2546,3053,28143,2025-03-11,Delivered,Net Banking,15,2805.85
2547,3055,28156,2025-08-15,Delivered,COD,30,4198.6
2548,3055,28159,2025-08-31,Delivered,Debit Card,20,1909.6
2549,3056,28165,2025-07-08,Returned,UPI,0,6178.0
2550,3059,28191,2025-06-06,Delivered,Debit Card,0,3326.0
2551,3059,28196,2025-10-19,Delivered,Credit Card,10,1420.2
2552,3062,28219,2025-01-09,Delivered,Credit Card,10,6069.6
2553,3064,28242,2025-06-13,Delivered,Debit Card,0,4820.0
2554,3064,28250,2025-09-15,Delivered,COD,15,1835.15
2555,3065,28265,2025-03-17,Delivered,Debit Card,0,8021.0
2556,3065,28270,2025-03-28,Delivered,Credit Card,0,864.0
2557,3067,28278,2025-06-13,Delivered,UPI,0,1983.0
2558,3069,28305,2025-03-20,Delivered,Debit Card,10,3619.8
2559,3074,28328,2025-09-06,Delivered,Credit Card,0,5370.0
2560,3075,28338,2025-03-13,Delivered,UPI,30,1800.4
2561,3075,28339,2025-03-15,Delivered,UPI,20,1446.4
2562,3075,28345,2025-06-03,Delivered,UPI,0,9806.0
2563,3076,28351,2025-01-05,Delivered,UPI,20,2733.6
2564,3076,28355,2025-02-14,Delivered,UPI,0,14253.0
2565,3076,28361,2025-03-27,Delivered,UPI,20,1882.4
2566,3076,28367,2025-07-04,Delivered,UPI,0,4871.0
2567,3079,28377,2025-11-07,Delivered,Net Banking,0,1385.0
2568,3081,28383,2025-03-08,Delivered,UPI,10,1602.0
2569,3081,28390,2025-09-18,Delivered,UPI,5,2223.0
2570,3082,28393,2025-03-13,Delivered,COD,20,2627.2
2571,3082,28395,2025-04-07,Delivered,Credit Card,0,1679.0
2572,3082,28402,2025-05-31,Delivered,UPI,10,1133.1
2573,3082,28404,2025-06-06,Delivered,Debit Card,20,3228.0
2574,3083,28416,2025-05-16,Delivered,Debit Card,0,1983.0
2575,3084,28430,2025-04-26,Cancelled,UPI,10,6406.2
2576,3085,28439,2025-01-04,Delivered,Credit Card,10,1601.1
2577,3085,28440,2025-01-10,Delivered,UPI,0,4506.0
2578,3085,28443,2025-01-17,Delivered,UPI,0,8960.0
2579,3085,28449,2025-02-10,Delivered,Debit Card,5,695.4
2580,3086,28454,2025-02-07,Delivered,COD,10,2165.4
2581,3086,28461,2025-07-18,Delivered,Credit Card,0,5565.0
2582,3087,28472,2025-06-02,Delivered,UPI,0,4114.0
2583,3087,28477,2025-07-22,Delivered,UPI,15,7300.65
2584,3088,28482,2025-09-24,Delivered,Credit Card,0,7123.0
2585,3089,28488,2025-03-06,Returned,Net Banking,0,6180.0
2586,3090,28501,2025-04-02,Delivered,UPI,30,3404.1
2587,3091,28523,2025-05-27,Delivered,UPI,5,1373.7
2588,3093,28539,2025-10-14,Delivered,UPI,10,4938.3
2589,3094,28542,2025-03-21,Delivered,Net Banking,15,2689.4
2590,3094,28546,2025-07-27,Returned,COD,10,8732.7
2591,3094,28548,2025-09-24,Delivered,COD,20,1932.8
2592,3094,28549,2025-10-13,Delivered,COD,5,2109.0
2593,3097,28561,2024-11-27,Cancelled,Net Banking,15,2503.25
2594,3097,28573,2025-01-19,Delivered,Credit Card,5,6993.9
2595,3097,28574,2025-01-21,Returned,UPI,5,751.45
2596,3098,28587,2024-11-23,Delivered,Credit Card,5,3789.55
2597,3098,28595,2025-03-04,Delivered,Credit Card,0,4109.0
2598,3099,28606,2025-09-10,Delivered,UPI,0,1236.0
2599,3103,28640,2024-12-18,Delivered,UPI,0,1604.0
2600,3103,28642,2025-03-21,Delivered,UPI,30,2457.0
2601,3104,28658,2025-08-01,Delivered,Debit Card,30,354.9
2602,3106,28662,2024-12-23,Returned,Debit Card,10,1100.7
2603,3108,28672,2025-06-24,Delivered,COD,0,9982.0
2604,3109,28677,2025-09-06,Delivered,COD,5,1502.9
2605,3111,28685,2025-05-16,Delivered,Debit Card,0,4404.0
2606,3111,28686,2025-06-13,Delivered,Debit Card,10,1089.0
2607,3111,28689,2025-07-31,Delivered,Debit Card,5,5230.7
2608,3111,28690,2025-08-27,Delivered,UPI,20,844.8
2609,3117,28723,2025-07-17,Delivered,UPI,15,3557.25
2610,3117,28725,2025-08-23,Delivered,Debit Card,5,1408.85
2611,3117,28728,2025-09-17,Delivered,UPI,0,2892.0
2612,3119,28738,2025-03-23,Delivered,COD,0,2368.0
2613,3119,28739,2025-04-12,Delivered,Debit Card,30,2569.0
2614,3120,28748,2025-01-25,Delivered,COD,15,5584.5
2615,3122,28771,2025-07-09,Delivered,Credit Card,10,1005.3
2616,3123,28778,2024-12-11,Delivered,UPI,5,11014.3
2617,3125,28810,2025-04-25,Delivered,COD,5,1717.6
2618,3127,28832,2025-06-03,Delivered,Debit Card,10,691.2
2619,3130,28849,2025-08-14,Delivered,Credit Card,10,844.2
2620,3138,28921,2025-02-02,Returned,COD,0,5988.0
2621,3138,28929,2025-12-30,Delivered,UPI,0,2200.0
