session_id,customer_id,session_date,device,channel
21394,2329,2024-11-22,Desktop,Paid Search
21395,2329,2024-11-23,Desktop,Paid Search
21396,2329,2024-11-29,Mobile,Organic Search
21397,2329,2024-12-05,Mobile,Affiliate
21398,2329,2024-12-07,Tablet,Direct
21399,2329,2024-12-09,Mobile,Paid Social
21400,2329,2024-12-10,Mobile,Paid Search
21401,2329,2024-12-13,Tablet,Paid Search
21402,2329,2024-12-24,Desktop,Paid Search
21403,2329,2024-12-25,Desktop,Organic Search
21404,2329,2024-12-28,Mobile,Paid Search
21405,2329,2024-12-31,Mobile,Referral
21406,2329,2025-01-06,Mobile,Paid Search
21407,2329,2025-01-12,Mobile,Paid Search
21408,2329,2025-01-22,Tablet,Direct
21409,2329,2025-01-25,Desktop,Paid Social
21410,2329,2025-01-31,Mobile,Paid Search
21411,2329,2025-02-04,Desktop,Paid Search
21412,2329,2025-02-05,Mobile,Paid Social
21413,2329,2025-02-06,Mobile,Affiliate
21414,2329,2025-02-07,Desktop,Direct
21415,2329,2025-02-08,Desktop,Organic Search
21416,2329,2025-02-13,Mobile,Paid Search
21417,2329,2025-02-14,Mobile,Referral
21418,2330,2025-05-03,Desktop,Direct
21419,2330,2025-07-05,Mobile,Organic Search
21420,2330,2025-07-06,Mobile,Organic Search
21421,2330,2025-09-07,Desktop,Organic Search
21422,2330,2025-11-09,Mobile,Organic Search
21423,2331,2025-03-28,Desktop,Email
21424,2331,2025-04-19,Mobile,Paid Search
21425,2331,2025-05-07,Mobile,Paid Search
21426,2331,2025-05-08,Mobile,Paid Social
21427,2331,2025-06-20,Mobile,Paid Search
21428,2331,2025-07-14,Desktop,Paid Search
21429,2332,2025-02-17,Desktop,Referral
21430,2332,2025-03-31,Desktop,Organic Search
21431,2332,2025-04-28,Mobile,Organic Search
21432,2332,2025-05-26,Mobile,Email
21433,2332,2025-06-14,Desktop,Email
21434,2332,2025-07-10,Mobile,Organic Search
21435,2332,2025-07-20,Mobile,Organic Search
21436,2332,2025-07-21,Mobile,Organic Search
21437,2332,2025-07-24,Mobile,Organic Search
21438,2332,2025-08-05,Mobile,Referral
21439,2332,2025-09-03,Mobile,Organic Search
21440,2332,2025-09-05,Desktop,Organic Search
21441,2332,2025-10-02,Mobile,Organic Search
21442,2332,2025-11-02,Mobile,Organic Search
21443,2332,2025-11-08,Desktop,Organic Search
21444,2333,2025-02-04,Mobile,Organic Search
21445,2333,2025-02-12,Tablet,Paid Search
21446,2333,2025-03-10,Desktop,Paid Search
21447,2333,2025-03-31,Mobile,Paid Search
21448,2333,2025-04-06,Desktop,Paid Search
21449,2333,2025-04-07,Mobile,Organic Search
21450,2333,2025-04-15,Mobile,Paid Social
21451,2333,2025-05-13,Mobile,Paid Search
21452,2333,2025-05-14,Desktop,Direct
21453,2333,2025-05-15,Mobile,Organic Search
21454,2333,2025-05-22,Mobile,Affiliate
21455,2333,2025-05-23,Desktop,Paid Search
21456,2333,2025-06-24,Mobile,Organic Search
21457,2333,2025-07-14,Mobile,Paid Search
21458,2333,2025-07-23,Mobile,Paid Social
21459,2333,2025-08-05,Mobile,Paid Search
21460,2333,2025-08-16,Mobile,Paid Search
21461,2333,2025-08-21,Desktop,Paid Search
21462,2334,2025-10-08,Desktop,Email
21463,2335,2024-11-07,Mobile,Affiliate
21464,2335,2024-11-20,Mobile,Affiliate
21465,2335,2024-11-21,Mobile,Affiliate
21466,2335,2024-11-30,Mobile,Affiliate
21467,2335,2024-12-06,Mobile,Affiliate
21468,2335,2024-12-10,Mobile,Organic Search
21469,2335,2024-12-30,Tablet,Affiliate
21470,2335,2025-01-25,Mobile,Affiliate
21471,2335,2025-01-29,Mobile,Paid Search
21472,2335,2025-02-18,Mobile,Affiliate
21473,2335,2025-03-18,Desktop,Paid Search
21474,2335,2025-03-19,Mobile,Direct
21475,2335,2025-04-16,Desktop,Affiliate
21476,2335,2025-05-09,Desktop,Affiliate
21477,2335,2025-05-21,Mobile,Affiliate
21478,2335,2025-05-30,Desktop,Organic Search
21479,2335,2025-06-10,Mobile,Affiliate
21480,2335,2025-06-26,Mobile,Affiliate
21481,2336,2025-01-01,Desktop,Direct
21482,2336,2025-03-21,Desktop,Paid Search
21483,2336,2025-05-29,Mobile,Organic Search
21484,2336,2025-06-11,Desktop,Organic Search
21485,2336,2025-07-05,Desktop,Direct
21486,2336,2025-09-12,Mobile,Direct
21487,2336,2025-09-13,Desktop,Direct
21488,2336,2025-09-14,Mobile,Direct
21489,2336,2025-09-17,Mobile,Affiliate
21490,2336,2025-09-25,Mobile,Email
21491,2336,2025-09-29,Mobile,Affiliate
21492,2337,2025-06-23,Mobile,Direct
21493,2337,2025-06-24,Mobile,Direct
21494,2337,2025-06-28,Mobile,Direct
21495,2337,2025-07-02,Mobile,Direct
21496,2337,2025-07-06,Desktop,Direct
21497,2337,2025-07-09,Mobile,Direct
21498,2337,2025-07-18,Desktop,Direct
21499,2337,2025-07-20,Desktop,Direct
21500,2337,2025-07-24,Mobile,Referral
21501,2337,2025-08-04,Desktop,Direct
21502,2337,2025-08-12,Mobile,Paid Search
21503,2338,2025-03-17,Mobile,Direct
21504,2338,2025-03-25,Mobile,Paid Social
21505,2338,2025-03-26,Desktop,Email
21506,2338,2025-04-12,Mobile,Email
21507,2338,2025-04-25,Desktop,Direct
21508,2338,2025-05-05,Desktop,Email
21509,2338,2025-05-06,Mobile,Email
21510,2338,2025-06-03,Desktop,Email
21511,2338,2025-06-05,Mobile,Affiliate
21512,2338,2025-06-10,Mobile,Email
21513,2338,2025-07-09,Mobile,Email
21514,2338,2025-07-12,Mobile,Email
21515,2338,2025-07-13,Mobile,Direct
21516,2339,2025-01-26,Desktop,Paid Social
21517,2339,2025-02-25,Mobile,Paid Social
21518,2339,2025-02-26,Mobile,Paid Social
21519,2339,2025-03-04,Mobile,Paid Social
21520,2339,2025-03-21,Desktop,Paid Social
21521,2339,2025-04-03,Mobile,Paid Social
21522,2339,2025-04-08,Mobile,Paid Social
21523,2341,2025-09-16,Desktop,Organic Search
21524,2342,2025-12-30,Mobile,Organic Search
21525,2343,2025-02-16,Mobile,Paid Social
21526,2343,2025-02-18,Mobile,Paid Social
21527,2343,2025-02-19,Desktop,Organic Search
21528,2343,2025-02-20,Mobile,Paid Social
21529,2343,2025-03-13,Mobile,Paid Social
21530,2343,2025-03-17,Mobile,Paid Social
21531,2343,2025-03-18,Mobile,Paid Social
21532,2343,2025-03-20,Mobile,Direct
21533,2343,2025-03-25,Mobile,Paid Search
21534,2343,2025-03-31,Desktop,Paid Social
21535,2343,2025-04-12,Mobile,Paid Social
21536,2343,2025-04-29,Mobile,Organic Search
21537,2343,2025-05-15,Mobile,Referral
21538,2343,2025-06-21,Mobile,Paid Social
21539,2343,2025-06-22,Mobile,Direct
21540,2343,2025-06-27,Mobile,Paid Social
21541,2344,2025-03-12,Tablet,Paid Social
21542,2344,2025-04-03,Mobile,Paid Search
21543,2344,2025-04-04,Desktop,Paid Social
21544,2344,2025-04-05,Mobile,Paid Social
21545,2344,2025-04-17,Mobile,Paid Social
21546,2344,2025-04-18,Desktop,Paid Social
21547,2344,2025-04-19,Mobile,Paid Social
21548,2344,2025-04-22,Desktop,Paid Social
21549,2344,2025-04-24,Mobile,Paid Search
21550,2344,2025-04-28,Desktop,Paid Social
21551,2344,2025-05-07,Mobile,Paid Social
21552,2344,2025-05-09,Mobile,Organic Search
21553,2344,2025-05-12,Tablet,Paid Search
21554,2344,2025-05-14,Mobile,Paid Search
21555,2344,2025-05-20,Tablet,Paid Social
21556,2344,2025-05-22,Mobile,Paid Search
21557,2344,2025-05-27,Desktop,Paid Social
21558,2345,2025-03-13,Mobile,Paid Search
21559,2345,2025-03-21,Mobile,Direct
21560,2345,2025-04-07,Desktop,Direct
21561,2345,2025-06-04,Desktop,Direct
21562,2345,2025-06-05,Mobile,Organic Search
21563,2345,2025-06-17,Desktop,Affiliate
21564,2345,2025-06-20,Mobile,Direct
21565,2345,2025-06-23,Mobile,Direct
21566,2345,2025-06-24,Mobile,Direct
21567,2345,2025-07-05,Mobile,Direct
21568,2345,2025-09-16,Mobile,Organic Search
21569,2345,2025-10-06,Mobile,Direct
21570,2345,2025-10-17,Mobile,Affiliate
21571,2345,2025-10-19,Tablet,Direct
21572,2345,2025-10-31,Mobile,Direct
21573,2345,2025-11-02,Mobile,Email
21574,2346,2025-11-08,Mobile,Paid Search
21575,2346,2025-12-16,Mobile,Paid Search
21576,2347,2025-06-15,Desktop,Organic Search
21577,2347,2025-06-18,Mobile,Affiliate
21578,2347,2025-07-01,Mobile,Organic Search
21579,2347,2025-07-02,Desktop,Organic Search
21580,2347,2025-07-10,Mobile,Email
21581,2347,2025-07-27,Desktop,Direct
21582,2347,2025-07-30,Desktop,Organic Search
21583,2348,2025-01-10,Mobile,Affiliate
21584,2348,2025-02-06,Desktop,Paid Social
21585,2348,2025-05-01,Mobile,Affiliate
21586,2348,2025-05-02,Tablet,Affiliate
21587,2348,2025-05-28,Mobile,Affiliate
21588,2348,2025-07-30,Mobile,Affiliate
21589,2348,2025-08-05,Mobile,Affiliate
21590,2348,2025-08-17,Desktop,Affiliate
21591,2348,2025-09-07,Mobile,Affiliate
21592,2348,2025-09-14,Desktop,Paid Social
21593,2349,2024-11-12,Tablet,Paid Social
21594,2349,2025-01-18,Desktop,Paid Social
21595,2349,2025-04-03,Mobile,Email
21596,2349,2025-06-15,Desktop,Organic Search
21597,2349,2025-06-26,Mobile,Organic Search
21598,2349,2025-08-09,Mobile,Affiliate
21599,2349,2025-08-15,Mobile,Organic Search
21600,2349,2025-09-02,Mobile,Organic Search
21601,2350,2025-11-21,Mobile,Paid Search
21602,2350,2025-12-08,Mobile,Paid Search
21603,2351,2025-02-06,Mobile,Organic Search
21604,2351,2025-02-17,Mobile,Organic Search
21605,2351,2025-02-24,Desktop,Direct
21606,2351,2025-02-25,Mobile,Direct
21607,2351,2025-02-26,Mobile,Direct
21608,2351,2025-02-28,Mobile,Direct
21609,2351,2025-03-01,Mobile,Paid Search
21610,2351,2025-03-02,Desktop,Direct
21611,2351,2025-03-27,Desktop,Direct
21612,2351,2025-03-28,Desktop,Direct
21613,2351,2025-04-09,Mobile,Direct
21614,2351,2025-04-21,Mobile,Direct
21615,2351,2025-04-26,Mobile,Direct
21616,2351,2025-04-29,Tablet,Organic Search
21617,2351,2025-04-30,Desktop,Affiliate
21618,2351,2025-05-01,Mobile,Direct
21619,2351,2025-05-23,Mobile,Direct
21620,2351,2025-05-25,Desktop,Direct
21621,2351,2025-06-05,Mobile,Direct
21622,2352,2025-05-30,Mobile,Paid Search
21623,2352,2025-07-05,Desktop,Direct
21624,2352,2025-07-26,Desktop,Paid Search
21625,2352,2025-08-28,Desktop,Organic Search
21626,2352,2025-09-03,Mobile,Paid Search
21627,2352,2025-09-16,Mobile,Paid Search
21628,2352,2025-09-17,Mobile,Organic Search
21629,2352,2025-09-22,Mobile,Paid Search
21630,2352,2025-10-06,Desktop,Paid Search
21631,2352,2025-10-07,Mobile,Paid Search
21632,2353,2025-01-08,Mobile,Organic Search
21633,2353,2025-04-01,Mobile,Paid Social
21634,2353,2025-04-09,Mobile,Paid Social
21635,2353,2025-04-23,Mobile,Referral
21636,2353,2025-04-24,Mobile,Direct
21637,2353,2025-08-29,Desktop,Direct
21638,2353,2025-09-15,Mobile,Paid Search
21639,2354,2025-01-25,Mobile,Referral
21640,2354,2025-02-05,Mobile,Referral
21641,2354,2025-02-09,Mobile,Referral
21642,2354,2025-02-21,Desktop,Referral
21643,2354,2025-02-24,Mobile,Referral
21644,2354,2025-02-27,Desktop,Affiliate
21645,2354,2025-03-14,Desktop,Affiliate
21646,2354,2025-03-15,Desktop,Direct
21647,2354,2025-04-05,Desktop,Referral
21648,2354,2025-05-30,Desktop,Paid Social
21649,2354,2025-08-21,Desktop,Referral
21650,2354,2025-08-22,Mobile,Referral
21651,2354,2025-09-26,Mobile,Email
21652,2354,2025-10-07,Desktop,Referral
21653,2354,2025-10-13,Mobile,Organic Search
21654,2354,2025-10-31,Mobile,Referral
21655,2355,2025-08-04,Mobile,Organic Search
21656,2355,2025-11-16,Desktop,Affiliate
21657,2355,2025-12-29,Mobile,Affiliate
21658,2356,2025-01-23,Mobile,Organic Search
21659,2356,2025-03-07,Mobile,Organic Search
21660,2356,2025-04-30,Mobile,Organic Search
21661,2356,2025-05-10,Tablet,Paid Search
21662,2356,2025-06-14,Mobile,Organic Search
21663,2357,2025-07-24,Desktop,Referral
21664,2357,2025-07-29,Mobile,Email
21665,2357,2025-08-08,Mobile,Referral
21666,2357,2025-08-14,Desktop,Referral
21667,2357,2025-08-15,Mobile,Referral
21668,2357,2025-08-29,Mobile,Paid Social
21669,2357,2025-08-30,Mobile,Referral
21670,2357,2025-10-04,Mobile,Referral
21671,2357,2025-10-06,Mobile,Referral
21672,2358,2025-11-02,Mobile,Paid Search
21673,2358,2025-11-15,Mobile,Paid Social
21674,2359,2025-03-08,Mobile,Organic Search
21675,2359,2025-03-09,Mobile,Organic Search
21676,2359,2025-03-25,Desktop,Organic Search
21677,2359,2025-05-23,Mobile,Organic Search
21678,2360,2025-10-30,Desktop,Organic Search
21679,2360,2025-11-02,Desktop,Affiliate
21680,2360,2025-11-16,Mobile,Organic Search
21681,2361,2024-12-24,Mobile,Paid Search
21682,2361,2025-02-13,Mobile,Paid Search
21683,2361,2025-03-17,Mobile,Email
21684,2361,2025-09-17,Mobile,Email
21685,2361,2025-09-30,Mobile,Paid Search
21686,2361,2025-10-17,Mobile,Paid Search
21687,2362,2025-09-07,Mobile,Email
21688,2362,2025-11-17,Mobile,Email
21689,2363,2025-11-10,Desktop,Organic Search
21690,2363,2025-11-29,Desktop,Direct
21691,2364,2025-03-11,Tablet,Paid Search
21692,2364,2025-03-21,Mobile,Paid Search
21693,2364,2025-03-22,Desktop,Paid Search
21694,2364,2025-03-30,Desktop,Paid Search
21695,2364,2025-04-02,Mobile,Paid Social
21696,2364,2025-04-09,Mobile,Paid Search
21697,2364,2025-04-16,Mobile,Organic Search
21698,2364,2025-04-27,Mobile,Paid Search
21699,2364,2025-04-30,Tablet,Paid Search
21700,2364,2025-05-28,Desktop,Paid Search
21701,2364,2025-06-10,Mobile,Paid Social
21702,2364,2025-07-14,Mobile,Paid Search
21703,2364,2025-07-16,Desktop,Paid Search
21704,2364,2025-07-20,Mobile,Organic Search
21705,2365,2025-11-17,Mobile,Paid Search
21706,2368,2025-06-22,Desktop,Paid Social
21707,2368,2025-07-22,Mobile,Direct
21708,2368,2025-08-03,Mobile,Paid Social
21709,2368,2025-08-13,Desktop,Email
21710,2368,2025-10-12,Mobile,Email
21711,2368,2025-10-24,Mobile,Email
21712,2370,2025-01-21,Desktop,Referral
21713,2370,2025-03-06,Mobile,Email
21714,2370,2025-04-20,Mobile,Referral
21715,2370,2025-04-27,Mobile,Affiliate
21716,2373,2024-11-08,Mobile,Direct
21717,2373,2024-11-19,Desktop,Organic Search
21718,2373,2024-11-22,Mobile,Paid Social
21719,2373,2024-11-23,Desktop,Referral
21720,2373,2024-11-25,Mobile,Paid Social
21721,2373,2024-12-07,Mobile,Paid Social
21722,2373,2024-12-19,Desktop,Paid Social
21723,2373,2025-01-05,Mobile,Paid Social
21724,2373,2025-01-10,Mobile,Paid Social
21725,2373,2025-01-28,Mobile,Paid Social
21726,2373,2025-01-31,Mobile,Paid Social
21727,2373,2025-02-01,Desktop,Paid Social
21728,2373,2025-02-15,Mobile,Direct
21729,2373,2025-02-27,Desktop,Paid Social
21730,2373,2025-03-18,Desktop,Paid Social
21731,2373,2025-03-19,Mobile,Paid Search
21732,2373,2025-03-21,Mobile,Paid Social
21733,2373,2025-03-25,Desktop,Paid Social
21734,2373,2025-03-29,Mobile,Organic Search
21735,2373,2025-04-04,Mobile,Organic Search
21736,2373,2025-04-10,Mobile,Paid Search
21737,2373,2025-04-15,Mobile,Paid Social
21738,2373,2025-04-26,Mobile,Paid Social
21739,2373,2025-04-27,Mobile,Paid Social
21740,2374,2025-03-15,Mobile,Paid Social
21741,2374,2025-03-18,Mobile,Paid Social
21742,2374,2025-03-29,Desktop,Paid Social
21743,2374,2025-04-29,Desktop,Paid Social
21744,2374,2025-05-18,Desktop,Email
21745,2374,2025-05-23,Mobile,Paid Social
21746,2374,2025-07-08,Tablet,Organic Search
21747,2374,2025-07-09,Mobile,Paid Social
21748,2374,2025-07-10,Mobile,Paid Social
21749,2374,2025-07-20,Mobile,Affiliate
21750,2374,2025-08-03,Tablet,Paid Social
21751,2374,2025-08-31,Mobile,Paid Social
21752,2374,2025-10-12,Desktop,Paid Social
21753,2374,2025-10-15,Mobile,Organic Search
21754,2375,2025-03-19,Mobile,Paid Search
21755,2375,2025-04-25,Mobile,Paid Social
21756,2375,2025-04-26,Mobile,Organic Search
21757,2375,2025-06-21,Mobile,Organic Search
21758,2375,2025-08-16,Mobile,Organic Search
21759,2375,2025-10-30,Desktop,Organic Search
21760,2376,2025-08-02,Mobile,Organic Search
21761,2376,2025-08-04,Desktop,Organic Search
21762,2376,2025-08-12,Mobile,Organic Search
21763,2376,2025-08-18,Desktop,Organic Search
21764,2376,2025-08-30,Tablet,Referral
21765,2376,2025-09-06,Mobile,Organic Search
21766,2377,2025-02-05,Mobile,Organic Search
21767,2377,2025-03-22,Mobile,Organic Search
21768,2377,2025-03-26,Mobile,Affiliate
21769,2377,2025-05-13,Desktop,Organic Search
21770,2377,2025-05-14,Mobile,Paid Social
21771,2377,2025-06-22,Mobile,Organic Search
21772,2377,2025-07-21,Mobile,Organic Search
21773,2377,2025-08-16,Mobile,Organic Search
21774,2377,2025-09-03,Desktop,Organic Search
21775,2377,2025-09-07,Mobile,Direct
21776,2378,2025-01-15,Mobile,Affiliate
21777,2378,2025-03-01,Desktop,Direct
21778,2378,2025-03-26,Mobile,Affiliate
21779,2378,2025-06-17,Mobile,Affiliate
21780,2378,2025-07-12,Mobile,Affiliate
21781,2378,2025-07-29,Mobile,Affiliate
21782,2379,2025-02-10,Desktop,Paid Social
21783,2379,2025-02-13,Desktop,Email
21784,2379,2025-03-01,Mobile,Paid Social
21785,2379,2025-04-08,Mobile,Paid Social
21786,2379,2025-04-15,Mobile,Paid Social
21787,2379,2025-06-09,Mobile,Paid Social
21788,2380,2025-03-18,Desktop,Paid Social
21789,2380,2025-03-20,Mobile,Affiliate
21790,2380,2025-03-27,Mobile,Paid Social
21791,2380,2025-04-03,Mobile,Affiliate
21792,2380,2025-04-08,Mobile,Paid Social
21793,2380,2025-04-20,Mobile,Paid Social
21794,2380,2025-05-01,Mobile,Paid Social
21795,2380,2025-05-19,Desktop,Paid Social
21796,2380,2025-06-05,Mobile,Paid Social
21797,2380,2025-06-25,Mobile,Paid Social
21798,2381,2025-08-30,Desktop,Email
21799,2381,2025-09-21,Mobile,Direct
21800,2381,2025-10-03,Mobile,Email
21801,2382,2024-11-03,Tablet,Direct
21802,2382,2024-11-04,Desktop,Paid Search
21803,2382,2024-11-05,Desktop,Paid Search
21804,2382,2024-11-07,Mobile,Organic Search
21805,2382,2024-11-18,Mobile,Organic Search
21806,2382,2024-11-19,Mobile,Paid Social
21807,2382,2024-11-20,Mobile,Organic Search
21808,2382,2024-11-23,Desktop,Paid Search
21809,2382,2024-11-27,Desktop,Organic Search
21810,2382,2024-11-28,Mobile,Organic Search
21811,2382,2024-12-06,Mobile,Affiliate
21812,2382,2024-12-10,Desktop,Email
21813,2382,2024-12-15,Mobile,Paid Social
21814,2382,2024-12-29,Mobile,Email
21815,2382,2024-12-30,Desktop,Affiliate
21816,2382,2025-01-03,Desktop,Organic Search
21817,2382,2025-01-04,Mobile,Organic Search
21818,2382,2025-01-08,Mobile,Organic Search
21819,2382,2025-01-09,Mobile,Organic Search
21820,2382,2025-01-14,Mobile,Organic Search
21821,2382,2025-01-15,Mobile,Organic Search
21822,2382,2025-01-16,Mobile,Organic Search
21823,2382,2025-01-27,Mobile,Direct
21824,2382,2025-02-03,Mobile,Organic Search
21825,2383,2024-11-28,Mobile,Direct
21826,2383,2024-12-21,Mobile,Organic Search
21827,2383,2025-01-08,Mobile,Organic Search
21828,2383,2025-01-28,Mobile,Paid Social
21829,2383,2025-01-29,Mobile,Paid Search
21830,2383,2025-02-03,Desktop,Affiliate
21831,2383,2025-02-09,Mobile,Direct
21832,2383,2025-02-23,Mobile,Paid Search
21833,2383,2025-02-25,Mobile,Direct
21834,2383,2025-02-28,Mobile,Organic Search
21835,2383,2025-03-01,Mobile,Organic Search
21836,2383,2025-03-12,Mobile,Organic Search
21837,2383,2025-03-18,Desktop,Paid Social
21838,2383,2025-03-19,Tablet,Paid Social
21839,2383,2025-03-31,Mobile,Paid Social
21840,2383,2025-04-09,Desktop,Paid Search
21841,2383,2025-04-11,Desktop,Organic Search
21842,2383,2025-04-22,Desktop,Paid Search
21843,2383,2025-04-23,Tablet,Organic Search
21844,2383,2025-04-28,Mobile,Organic Search
21845,2383,2025-04-30,Mobile,Organic Search
21846,2384,2025-10-17,Mobile,Paid Social
21847,2384,2025-10-18,Mobile,Organic Search
21848,2384,2025-10-21,Mobile,Paid Social
21849,2384,2025-10-22,Mobile,Organic Search
21850,2384,2025-10-23,Mobile,Organic Search
21851,2385,2025-10-14,Mobile,Affiliate
21852,2385,2025-10-16,Desktop,Affiliate
21853,2385,2025-11-05,Mobile,Referral
21854,2385,2025-11-11,Mobile,Direct
21855,2386,2025-06-07,Mobile,Paid Social
21856,2386,2025-06-15,Tablet,Referral
21857,2386,2025-06-26,Mobile,Paid Social
21858,2386,2025-07-02,Mobile,Paid Social
21859,2386,2025-07-05,Tablet,Paid Search
21860,2386,2025-07-06,Mobile,Organic Search
21861,2386,2025-07-11,Mobile,Affiliate
21862,2386,2025-07-14,Desktop,Paid Social
21863,2386,2025-07-21,Mobile,Paid Social
21864,2386,2025-07-22,Mobile,Paid Social
21865,2387,2024-11-10,Mobile,Organic Search
21866,2387,2024-11-13,Desktop,Organic Search
21867,2387,2024-11-19,Mobile,Organic Search
21868,2387,2024-11-20,Mobile,Organic Search
21869,2387,2024-11-21,Desktop,Referral
21870,2387,2024-11-27,Desktop,Organic Search
21871,2387,2024-12-01,Mobile,Organic Search
21872,2387,2024-12-13,Desktop,Direct
21873,2387,2024-12-14,Tablet,Organic Search
21874,2387,2024-12-15,Mobile,Organic Search
21875,2387,2024-12-20,Mobile,Organic Search
21876,2387,2025-01-01,Desktop,Organic Search
21877,2387,2025-01-10,Mobile,Paid Social
21878,2387,2025-01-16,Desktop,Organic Search
21879,2387,2025-01-22,Desktop,Organic Search
21880,2387,2025-01-23,Desktop,Organic Search
21881,2387,2025-01-24,Mobile,Organic Search
21882,2387,2025-01-25,Mobile,Organic Search
21883,2387,2025-01-26,Tablet,Organic Search
21884,2387,2025-01-29,Desktop,Organic Search
21885,2387,2025-01-30,Mobile,Direct
21886,2387,2025-02-03,Desktop,Organic Search
21887,2387,2025-03-11,Tablet,Organic Search
21888,2387,2025-03-22,Mobile,Organic Search
21889,2387,2025-03-24,Mobile,Organic Search
21890,2387,2025-03-30,Tablet,Affiliate
21891,2387,2025-03-31,Desktop,Organic Search
21892,2388,2024-12-17,Mobile,Email
21893,2388,2024-12-31,Desktop,Organic Search
21894,2388,2025-01-16,Tablet,Direct
21895,2388,2025-02-07,Mobile,Direct
21896,2388,2025-02-08,Desktop,Direct
21897,2388,2025-03-03,Mobile,Paid Search
21898,2388,2025-03-14,Mobile,Direct
21899,2388,2025-03-24,Tablet,Paid Search
21900,2388,2025-04-04,Desktop,Direct
21901,2388,2025-04-16,Desktop,Direct
21902,2388,2025-05-10,Mobile,Email
21903,2388,2025-05-11,Tablet,Direct
21904,2388,2025-05-13,Desktop,Direct
21905,2388,2025-05-27,Desktop,Paid Search
21906,2388,2025-06-29,Mobile,Organic Search
21907,2388,2025-07-24,Tablet,Paid Search
21908,2389,2024-12-08,Desktop,Direct
21909,2389,2024-12-09,Mobile,Direct
21910,2389,2024-12-16,Desktop,Direct
21911,2389,2024-12-17,Mobile,Direct
21912,2389,2024-12-31,Desktop,Paid Search
21913,2389,2025-01-01,Mobile,Direct
21914,2389,2025-01-04,Mobile,Direct
21915,2389,2025-01-06,Desktop,Direct
21916,2389,2025-01-07,Desktop,Direct
21917,2389,2025-01-09,Mobile,Direct
21918,2389,2025-01-16,Mobile,Direct
21919,2389,2025-01-17,Mobile,Direct
21920,2389,2025-01-24,Mobile,Organic Search
21921,2389,2025-01-25,Mobile,Direct
21922,2389,2025-02-04,Mobile,Direct
21923,2389,2025-02-28,Desktop,Direct
21924,2389,2025-03-17,Desktop,Paid Search
21925,2389,2025-03-18,Tablet,Direct
21926,2389,2025-03-29,Mobile,Affiliate
21927,2389,2025-04-05,Mobile,Organic Search
21928,2389,2025-04-09,Mobile,Affiliate
21929,2389,2025-04-10,Mobile,Direct
21930,2389,2025-04-11,Tablet,Direct
21931,2390,2025-03-12,Mobile,Organic Search
21932,2390,2025-03-13,Mobile,Organic Search
21933,2390,2025-04-11,Mobile,Organic Search
21934,2390,2025-04-21,Mobile,Paid Search
21935,2390,2025-04-24,Mobile,Organic Search
21936,2390,2025-04-27,Desktop,Organic Search
21937,2390,2025-05-09,Mobile,Organic Search
21938,2390,2025-06-10,Desktop,Referral
21939,2390,2025-06-15,Desktop,Organic Search
21940,2390,2025-07-03,Mobile,Organic Search
21941,2390,2025-07-06,Mobile,Organic Search
21942,2391,2025-03-08,Desktop,Direct
21943,2391,2025-03-09,Mobile,Organic Search
21944,2391,2025-03-13,Mobile,Paid Search
21945,2391,2025-03-14,Desktop,Paid Social
21946,2391,2025-03-22,Mobile,Direct
21947,2391,2025-03-29,Mobile,Organic Search
21948,2391,2025-04-05,Mobile,Direct
21949,2391,2025-04-08,Desktop,Affiliate
21950,2391,2025-04-10,Desktop,Direct
21951,2391,2025-04-11,Mobile,Direct
21952,2391,2025-04-12,Mobile,Direct
21953,2391,2025-04-14,Mobile,Direct
21954,2391,2025-04-17,Desktop,Email
21955,2391,2025-04-18,Mobile,Organic Search
21956,2391,2025-05-04,Mobile,Direct
21957,2391,2025-05-21,Mobile,Direct
21958,2391,2025-05-24,Mobile,Direct
21959,2392,2025-03-02,Mobile,Paid Search
21960,2392,2025-03-18,Mobile,Paid Search
21961,2392,2025-04-09,Desktop,Paid Search
21962,2392,2025-06-10,Tablet,Direct
21963,2392,2025-06-26,Desktop,Direct
21964,2392,2025-07-10,Mobile,Direct
21965,2392,2025-07-24,Mobile,Direct
21966,2392,2025-08-02,Tablet,Paid Search
21967,2392,2025-08-25,Mobile,Affiliate
21968,2392,2025-09-10,Tablet,Organic Search
21969,2392,2025-09-11,Desktop,Paid Search
21970,2392,2025-10-17,Mobile,Paid Search
21971,2393,2024-12-24,Tablet,Email
21972,2393,2024-12-29,Mobile,Direct
21973,2393,2024-12-30,Mobile,Email
21974,2393,2025-01-07,Desktop,Referral
21975,2393,2025-01-21,Desktop,Email
21976,2393,2025-01-22,Mobile,Paid Social
21977,2393,2025-01-28,Mobile,Email
21978,2393,2025-02-02,Mobile,Email
21979,2393,2025-02-06,Desktop,Email
21980,2393,2025-02-13,Mobile,Affiliate
21981,2393,2025-02-14,Mobile,Paid Search
21982,2393,2025-02-15,Mobile,Organic Search
21983,2393,2025-02-19,Mobile,Paid Search
21984,2393,2025-02-20,Mobile,Email
21985,2393,2025-02-23,Mobile,Email
21986,2393,2025-03-24,Mobile,Paid Social
21987,2393,2025-03-25,Mobile,Paid Search
21988,2393,2025-04-01,Desktop,Direct
21989,2393,2025-04-02,Mobile,Email
21990,2393,2025-04-03,Mobile,Email
21991,2393,2025-04-04,Desktop,Email
21992,2393,2025-04-05,Mobile,Organic Search
21993,2394,2025-09-25,Desktop,Paid Social
